Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40116,1,,,,90,30,4,12,1,125.42
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40116,1.5,,,,90,30,4,12,1,157.03
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40116,2,,,,90,30,4,12,1,119.3
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40117,0.5,,,,90,30,4,12,1,207
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40117,1,,,,90,30,4,12,1,259
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40117,1.5,,,,90,30,4,12,1,342.62
"Qiongling Chen, Xiaowen Wang, Yu Wang, Tianqi Guo, Peihan Guan, Jinyu Hou, Zhenjia Chen,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein,Food Chemistry: X,Volume 22,2024,101405,ISSN 2590-1575",https://doi.org/10.1016/j.fochx.2024.101405,Potato Protein Isolate ,12001,25,,,,,,40117,2,,,,90,30,4,12,1,307.95
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,1,55,60,,,7,,,90,10,,,1,127.43
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,2,55,60,,,7,,,90,10,,,1,154.57
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,1,55,120,,,7,,,90,10,,,1,135.69
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,2,55,120,,,7,,,90,10,,,1,212.39
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,1,55,180,,,7,,,90,10,,,1,153.39
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,2,55,180,,,7,,,90,10,,,1,270.21
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,1,55,240,,,7,,,90,10,,,1,201.77
"Poornima Vijayan, Zhixuan Song, Joanne Yi Hui Toy, Liangli Lucy Yu, Dejian Huang,Effect of transglutaminase on gelation and functional proteins of mung bean protein isolate,Food Chemistry,Volume 454,2024,139590,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2024.139590,Mung Bean Protein Isolate (MBPI),10801,10,10102,10103,2,55,240,,,7,,,90,10,,,1,263.13
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,0,,,,,,90409,3,6.91,,,90,30,4,12,1,1304.35
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,1,,,,,,90409,3,8.45,,,90,30,4,12,1,919.25
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,2,,,,,,90409,3,8.96,,,90,30,4,12,1,854.04
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,3,,,,,,90409,3,8.98,,,90,30,4,12,1,788.82
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,4,,,,,,90409,3,8.99,,,90,30,4,12,1,639.75
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,5,,,,,,90409,3,9.04,,,90,30,4,12,1,602.48
"Wenxiu Teng, Zuoqian Yang, Nan Wang, Jie Tian, Zimei Pu, Xiaoyang He, Chunhua Wu, Chengrong Wen,Modulating the textural and structural characteristics of curdlan-potato protein gel with different concentrations,Food Hydrocolloids,Volume 149,2024,109638,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109638,Potato Protein,12002,6,,,,,,90409,3,9.06,,,90,30,4,12,1,487.58
"Haoran Xing, Xuguang Liu, Yunfeng Hu, Kailei Hu, Junran Chen,Effect of Lycium barbarum polysaccharides on heat-induced gelation of soy protein isolate,Food Hydrocolloids,Volume 147, Part A,2024,109323,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109323,Soy Protein Isolate (SPI),10301,9,,,,,,90404,0,7,60105,0.0036,90,30,4,12,1,65.27
"Haoran Xing, Xuguang Liu, Yunfeng Hu, Kailei Hu, Junran Chen,Effect of Lycium barbarum polysaccharides on heat-induced gelation of soy protein isolate,Food Hydrocolloids,Volume 147, Part A,2024,109323,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109323,Soy Protein Isolate (SPI),10301,9,,,,,,90404,0.5,7,60105,0.0036,90,30,4,12,1,89.54
"Haoran Xing, Xuguang Liu, Yunfeng Hu, Kailei Hu, Junran Chen,Effect of Lycium barbarum polysaccharides on heat-induced gelation of soy protein isolate,Food Hydrocolloids,Volume 147, Part A,2024,109323,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109323,Soy Protein Isolate (SPI),10301,9,,,,,,90404,1,7,60105,0.0036,90,30,4,12,1,111.3
"Haoran Xing, Xuguang Liu, Yunfeng Hu, Kailei Hu, Junran Chen,Effect of Lycium barbarum polysaccharides on heat-induced gelation of soy protein isolate,Food Hydrocolloids,Volume 147, Part A,2024,109323,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109323,Soy Protein Isolate (SPI),10301,9,,,,,,90404,1.5,7,60105,0.0036,90,30,4,12,1,220.92
"Haoran Xing, Xuguang Liu, Yunfeng Hu, Kailei Hu, Junran Chen,Effect of Lycium barbarum polysaccharides on heat-induced gelation of soy protein isolate,Food Hydrocolloids,Volume 147, Part A,2024,109323,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109323,Soy Protein Isolate (SPI),10301,9,,,,,,90404,2,7,60105,0.0036,90,30,4,12,1,302.09
"Haoran Xing, Xuguang Liu, Yunfeng Hu, Kailei Hu, Junran Chen,Effect of Lycium barbarum polysaccharides on heat-induced gelation of soy protein isolate,Food Hydrocolloids,Volume 147, Part A,2024,109323,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109323,Soy Protein Isolate (SPI),10301,9,,,,,,90404,2.5,7,60105,0.0036,90,30,4,12,1,328.03
"Ran Yang, Bin Yu, Laixue Ni, Yungang Cao, Qingqing Chai, Haiteng Tao, Zheng Zhang, Guimei Liu, Yunhui Cheng, Haibo Zhao, Bo Cui, Zhengzong Wu,Effect of sesbania gum on the rheological, textural, and microstructural characteristics of CaSO4-induced soy protein isolate gels,Food Hydrocolloids,Volume 146, Part A,2024,109242,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109242,Soy Protein Isolate (SPI),10301,7,30601,,,90,15,,,,60105,0.0257,90,15,4,12,1,80.33
"Ran Yang, Bin Yu, Laixue Ni, Yungang Cao, Qingqing Chai, Haiteng Tao, Zheng Zhang, Guimei Liu, Yunhui Cheng, Haibo Zhao, Bo Cui, Zhengzong Wu,Effect of sesbania gum on the rheological, textural, and microstructural characteristics of CaSO4-induced soy protein isolate gels,Food Hydrocolloids,Volume 146, Part A,2024,109242,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109242,Soy Protein Isolate (SPI),10301,7,30601,,,90,15,20108,0.1,,60105,0.0257,90,15,4,12,1,143.33
"Ran Yang, Bin Yu, Laixue Ni, Yungang Cao, Qingqing Chai, Haiteng Tao, Zheng Zhang, Guimei Liu, Yunhui Cheng, Haibo Zhao, Bo Cui, Zhengzong Wu,Effect of sesbania gum on the rheological, textural, and microstructural characteristics of CaSO4-induced soy protein isolate gels,Food Hydrocolloids,Volume 146, Part A,2024,109242,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109242,Soy Protein Isolate (SPI),10301,7,30601,,,90,15,20108,0.2,,60105,0.0257,90,15,4,12,1,176.67
"Ran Yang, Bin Yu, Laixue Ni, Yungang Cao, Qingqing Chai, Haiteng Tao, Zheng Zhang, Guimei Liu, Yunhui Cheng, Haibo Zhao, Bo Cui, Zhengzong Wu,Effect of sesbania gum on the rheological, textural, and microstructural characteristics of CaSO4-induced soy protein isolate gels,Food Hydrocolloids,Volume 146, Part A,2024,109242,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109242,Soy Protein Isolate (SPI),10301,7,30601,,,90,15,20108,0.3,,60105,0.0257,90,15,4,12,1,216
"Ran Yang, Bin Yu, Laixue Ni, Yungang Cao, Qingqing Chai, Haiteng Tao, Zheng Zhang, Guimei Liu, Yunhui Cheng, Haibo Zhao, Bo Cui, Zhengzong Wu,Effect of sesbania gum on the rheological, textural, and microstructural characteristics of CaSO4-induced soy protein isolate gels,Food Hydrocolloids,Volume 146, Part A,2024,109242,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109242,Soy Protein Isolate (SPI),10301,7,30601,,,90,15,20108,0.4,,60105,0.0257,90,15,4,12,1,151.33
"Ran Yang, Bin Yu, Laixue Ni, Yungang Cao, Qingqing Chai, Haiteng Tao, Zheng Zhang, Guimei Liu, Yunhui Cheng, Haibo Zhao, Bo Cui, Zhengzong Wu,Effect of sesbania gum on the rheological, textural, and microstructural characteristics of CaSO4-induced soy protein isolate gels,Food Hydrocolloids,Volume 146, Part A,2024,109242,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109242,Soy Protein Isolate (SPI),10301,7,30601,,,90,15,20108,0.5,,60105,0.0257,90,15,4,12,1,113.67
"Mingyu He, Tian Gao, Le Chen, Meng Zhang, Fei Teng, Yang Li,Effects of pH and temperature on the properties of acid-induced commercial soy protein isolate gel,Journal of Molecular Liquids,Volume 409,2024,125490,ISSN 0167-7322",https://doi.org/10.1016/j.molliq.2024.125490,Soy Protein Isolate (SPI),10301,8,20202,20101,7.5,85,15,90901,0.6,4.6,,,40,180,4,,1,64.84
"Mingyu He, Tian Gao, Le Chen, Meng Zhang, Fei Teng, Yang Li,Effects of pH and temperature on the properties of acid-induced commercial soy protein isolate gel,Journal of Molecular Liquids,Volume 409,2024,125490,ISSN 0167-7322",https://doi.org/10.1016/j.molliq.2024.125490,Soy Protein Isolate (SPI),10301,8,20202,20101,8.5,85,15,90901,0.6,4.6,,,40,180,4,,1,85.65
"Mingyu He, Tian Gao, Le Chen, Meng Zhang, Fei Teng, Yang Li,Effects of pH and temperature on the properties of acid-induced commercial soy protein isolate gel,Journal of Molecular Liquids,Volume 409,2024,125490,ISSN 0167-7322",https://doi.org/10.1016/j.molliq.2024.125490,Soy Protein Isolate (SPI),10301,8,20202,20101,9.5,85,15,90901,0.6,4.6,,,40,180,4,,1,70.65
"Mingyu He, Tian Gao, Le Chen, Meng Zhang, Fei Teng, Yang Li,Effects of pH and temperature on the properties of acid-induced commercial soy protein isolate gel,Journal of Molecular Liquids,Volume 409,2024,125490,ISSN 0167-7322",https://doi.org/10.1016/j.molliq.2024.125490,Soy Protein Isolate (SPI),10301,8,20202,20101,7.5,95,15,90901,0.6,4.6,,,40,180,4,,1,67.98
"Mingyu He, Tian Gao, Le Chen, Meng Zhang, Fei Teng, Yang Li,Effects of pH and temperature on the properties of acid-induced commercial soy protein isolate gel,Journal of Molecular Liquids,Volume 409,2024,125490,ISSN 0167-7322",https://doi.org/10.1016/j.molliq.2024.125490,Soy Protein Isolate (SPI),10301,8,20202,20101,8.5,95,15,90901,0.6,4.6,,,40,180,4,,1,100.4
"Mingyu He, Tian Gao, Le Chen, Meng Zhang, Fei Teng, Yang Li,Effects of pH and temperature on the properties of acid-induced commercial soy protein isolate gel,Journal of Molecular Liquids,Volume 409,2024,125490,ISSN 0167-7322",https://doi.org/10.1016/j.molliq.2024.125490,Soy Protein Isolate (SPI),10301,8,20202,20101,9.5,95,15,90901,0.6,4.6,,,40,180,4,,1,75.97
"Dongling Qiao, Yuyan Zhang, Lisong Lin, Kexin Li, Fan Zhu, Genfa Wang, Gaolei Xi, Fatang Jiang, Binjia Zhang, Fengwei Xie,Revealing the role of λ-carrageenan on the enhancement of gel-related properties of acid-induced soy protein isolate/λ-carrageenan system,Food Hydrocolloids,Volume 150,2024,109608,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109608,Soy Protein Isolate (SPI),10301,5,30601,,,95,90,20303,0.25,1.2,,,25,1440,,,1,23.45
"Dongling Qiao, Yuyan Zhang, Lisong Lin, Kexin Li, Fan Zhu, Genfa Wang, Gaolei Xi, Fatang Jiang, Binjia Zhang, Fengwei Xie,Revealing the role of λ-carrageenan on the enhancement of gel-related properties of acid-induced soy protein isolate/λ-carrageenan system,Food Hydrocolloids,Volume 150,2024,109608,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109608,Soy Protein Isolate (SPI),10301,5,30601,,,95,90,20303,0.375,1.2,,,25,1440,,,1,44.87
"Dongling Qiao, Yuyan Zhang, Lisong Lin, Kexin Li, Fan Zhu, Genfa Wang, Gaolei Xi, Fatang Jiang, Binjia Zhang, Fengwei Xie,Revealing the role of λ-carrageenan on the enhancement of gel-related properties of acid-induced soy protein isolate/λ-carrageenan system,Food Hydrocolloids,Volume 150,2024,109608,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109608,Soy Protein Isolate (SPI),10301,5,30601,,,95,90,20303,0.5,1.2,,,25,1440,,,1,50.99
"Dongling Qiao, Yuyan Zhang, Lisong Lin, Kexin Li, Fan Zhu, Genfa Wang, Gaolei Xi, Fatang Jiang, Binjia Zhang, Fengwei Xie,Revealing the role of λ-carrageenan on the enhancement of gel-related properties of acid-induced soy protein isolate/λ-carrageenan system,Food Hydrocolloids,Volume 150,2024,109608,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109608,Soy Protein Isolate (SPI),10301,5,30601,,,95,90,20303,0.625,1.2,,,25,1440,,,1,46.9
"Dongling Qiao, Yuyan Zhang, Lisong Lin, Kexin Li, Fan Zhu, Genfa Wang, Gaolei Xi, Fatang Jiang, Binjia Zhang, Fengwei Xie,Revealing the role of λ-carrageenan on the enhancement of gel-related properties of acid-induced soy protein isolate/λ-carrageenan system,Food Hydrocolloids,Volume 150,2024,109608,ISSN 0268-005X",https://doi.org/10.1016/j.foodhyd.2023.109608,Soy Protein Isolate (SPI),10301,5,30601,,,95,90,20303,0.75,1.2,,,25,1440,,,1,38.75
"Wang, L.; Ma, Y.; Shen, R.; Zhang, L.; He, L.; Qu, Y.; Ma, X.; Ma, G.; Guo, Z.; Chen, C.; et al. Effect of Ultrasonic Treatment on the Physicochemical Properties of Bovine Plasma Protein-Carboxymethyl Cellulose Composite Gel. Foods 2024, 13, 732",https://doi.org/10.3390/foods13050732,Bovine plasma protein,30403,7,0,0,,,,90411,0.6,,,,85,40,4,16,1,180.48
"Wang, L.; Ma, Y.; Shen, R.; Zhang, L.; He, L.; Qu, Y.; Ma, X.; Ma, G.; Guo, Z.; Chen, C.; et al. Effect of Ultrasonic Treatment on the Physicochemical Properties of Bovine Plasma Protein-Carboxymethyl Cellulose Composite Gel. Foods 2024, 13, 732",https://doi.org/10.3390/foods13050732,Bovine plasma protein,30403,7,30102,30101,300,25,10,90411,0.6,,,,85,40,4,16,1,215.15
"Wang, L.; Ma, Y.; Shen, R.; Zhang, L.; He, L.; Qu, Y.; Ma, X.; Ma, G.; Guo, Z.; Chen, C.; et al. Effect of Ultrasonic Treatment on the Physicochemical Properties of Bovine Plasma Protein-Carboxymethyl Cellulose Composite Gel. Foods 2024, 13, 732",https://doi.org/10.3390/foods13050732,Bovine plasma protein,30403,7,30102,30101,300,25,20,90411,0.6,,,,85,40,4,16,1,209.03
"Wang, L.; Ma, Y.; Shen, R.; Zhang, L.; He, L.; Qu, Y.; Ma, X.; Ma, G.; Guo, Z.; Chen, C.; et al. Effect of Ultrasonic Treatment on the Physicochemical Properties of Bovine Plasma Protein-Carboxymethyl Cellulose Composite Gel. Foods 2024, 13, 732",https://doi.org/10.3390/foods13050732,Bovine plasma protein,30403,7,30102,30101,300,25,30,90411,0.6,,,,85,40,4,16,1,232.49
"Wang, L.; Ma, Y.; Shen, R.; Zhang, L.; He, L.; Qu, Y.; Ma, X.; Ma, G.; Guo, Z.; Chen, C.; et al. Effect of Ultrasonic Treatment on the Physicochemical Properties of Bovine Plasma Protein-Carboxymethyl Cellulose Composite Gel. Foods 2024, 13, 732",https://doi.org/10.3390/foods13050732,Bovine plasma protein,30403,7,30102,30101,300,25,40,90411,0.6,,,,85,40,4,16,1,267.16
